Type:,WAVELENGH DATA FILE
729,918370.175,712.000000,   712
730,922116.100,727.000000,   727
731,925872.199,715.000000,   715
732,929638.486,708.000000,   708
733,933414.975,713.000000,   713
734,937201.679,736.000000,   736
735,940998.612,723.000000,   723
736,944805.789,730.000000,   730
737,948623.222,716.000000,   716
738,952450.926,703.000000,   703
739,956288.914,705.000000,   705
740,960137.200,710.000000,   710
741,963995.798,722.000000,   722
742,967864.722,718.000000,   718
743,971743.986,711.000000,   711
744,975633.603,722.000000,   722
745,979533.588,731.000000,   731
746,983443.953,729.000000,   729
747,987364.713,716.000000,   716
748,991295.882,709.000000,   709
749,995237.473,702.000000,   702
750,999189.500,715.000000,   715
751,1003151.977,710.000000,   710
752,1007124.918,719.000000,   719
753,1011108.337,722.000000,   722
754,1015102.247,722.000000,   722
755,1019106.662,716.000000,   716
756,1023121.597,707.000000,   707
757,1027147.064,717.000000,   717
758,1031183.078,722.000000,   722
759,1035229.652,727.000000,   727
760,1039286.800,723.000000,   723
761,1043354.536,714.000000,   714
762,1047432.874,702.000000,   702
763,1051521.828,718.000000,   718
764,1055621.411,706.000000,   706
765,1059731.638,732.000000,   732
766,1063852.521,698.000000,   698
767,1067984.075,709.000000,   709
768,1072126.314,706.000000,   706
769,1076279.251,707.000000,   707
770,1080442.900,715.000000,   715
771,1084617.275,718.000000,   718
772,1088802.390,729.000000,   729
773,1092998.259,703.000000,   703
774,1097204.895,711.000000,   711
775,1101422.313,724.000000,   724
776,1105650.525,698.000000,   698
777,1109889.546,715.000000,   715
778,1114139.390,708.000000,   708
779,1118400.070,717.000000,   717
780,1122671.600,718.000000,   718
781,1126953.994,725.000000,   725
782,1131247.266,717.000000,   717
783,1135551.430,720.000000,   720
784,1139866.499,724.000000,   724
785,1144192.487,727.000000,   727
786,1148529.409,716.000000,   716
787,1152877.277,720.000000,   720
788,1157236.106,707.000000,   707
789,1161605.909,710.000000,   710
790,1165986.700,717.000000,   717
791,1170378.493,715.000000,   715
792,1174781.302,720.000000,   720
793,1179195.141,723.000000,   723
794,1183620.023,717.000000,   717
795,1188055.962,734.000000,   734
796,1192502.973,704.000000,   704
797,1196961.068,726.000000,   726
798,1201430.262,721.000000,   721
799,1205910.568,713.000000,   713
800,1210402.000,723.000000,   723
801,1214904.572,715.000000,   715
802,1219418.298,716.000000,   716
803,1223943.192,710.000000,   710
804,1228479.267,706.000000,   706
805,1233026.538,718.000000,   718
806,1237585.017,716.000000,   716
807,1242154.719,702.000000,   702
808,1246735.658,714.000000,   714
809,1251327.847,712.000000,   712
810,1255931.300,704.000000,   704
811,1260546.031,707.000000,   707
812,1265172.054,694.000000,   694
813,1269809.383,706.000000,   706
814,1274458.031,703.000000,   703
815,1279118.013,710.000000,   710
816,1283789.341,712.000000,   712
817,1288472.030,715.000000,   715
818,1293166.094,729.000000,   729
819,1297871.546,718.000000,   718
820,1302588.400,711.000000,   711
821,1307316.670,722.000000,   722
822,1312056.370,714.000000,   714
823,1316807.514,705.000000,   705
824,1321570.115,715.000000,   715
825,1326344.188,712.000000,   712
826,1331129.745,706.000000,   706
827,1335926.801,720.000000,   720
828,1340735.370,706.000000,   706
829,1345555.465,706.000000,   706
830,1350387.100,724.000000,   724
831,1355230.289,707.000000,   707
832,1360085.046,719.000000,   719
833,1364951.385,713.000000,   713
834,1369829.319,710.000000,   710
835,1374718.862,696.000000,   696
836,1379620.029,702.000000,   702
837,1384532.832,707.000000,   707
838,1389457.286,710.000000,   710
839,1394393.404,726.000000,   726
840,1399341.200,721.000000,   721
841,1404300.688,699.000000,   699
842,1409271.882,704.000000,   704
843,1414254.796,702.000000,   702
844,1419249.443,700.000000,   700
845,1424255.837,709.000000,   709
846,1429273.993,694.000000,   694
847,1434303.923,720.000000,   720
848,1439345.642,698.000000,   698
849,1444399.163,721.000000,   721
850,1449464.500,711.000000,   711
851,1454541.667,705.000000,   705
852,1459630.678,709.000000,   709
853,1464731.547,702.000000,   702
854,1469844.287,715.000000,   715
855,1474968.912,708.000000,   708
856,1480105.437,698.000000,   698
857,1485253.874,701.000000,   701
858,1490414.238,705.000000,   705
859,1495586.542,716.000000,   716
860,1500770.800,713.000000,   713
861,1505967.026,708.000000,   708
862,1511175.234,719.000000,   719
863,1516395.438,711.000000,   711
864,1521627.651,707.000000,   707
865,1526871.888,698.000000,   698
866,1532128.161,693.000000,   693
867,1537396.485,719.000000,   719
868,1542676.874,716.000000,   716
869,1547969.341,706.000000,   706
870,1553273.900,703.000000,   703
871,1558590.565,704.000000,   704
872,1563919.350,711.000000,   711
873,1569260.269,700.000000,   700
874,1574613.335,708.000000,   708
875,1579978.563,706.000000,   706
876,1585355.965,709.000000,   709
877,1590745.556,708.000000,   708
878,1596147.350,701.000000,   701
879,1601561.360,715.000000,   715
880,1606987.600,709.000000,   709
881,1612426.084,709.000000,   709
882,1617876.826,715.000000,   715
883,1623339.840,700.000000,   700
884,1628815.139,703.000000,   703
885,1634302.737,699.000000,   699
886,1639802.649,700.000000,   700
887,1645314.887,703.000000,   703
888,1650839.466,716.000000,   716
889,1656376.399,706.000000,   706
890,1661925.700,708.000000,   708
891,1667487.383,698.000000,   698
892,1673061.462,706.000000,   706
893,1678647.951,712.000000,   712
894,1684246.863,706.000000,   706
895,1689858.213,716.000000,   716
896,1695482.013,705.000000,   705
897,1701118.278,712.000000,   712
898,1706767.022,714.000000,   714
899,1712428.258,711.000000,   711
900,1718102.000,705.000000,   705
901,1723788.262,706.000000,   706
902,1729487.058,692.000000,   692
903,1735198.402,699.000000,   699
904,1740922.307,704.000000,   704
905,1746658.788,700.000000,   700
906,1752407.857,712.000000,   712
907,1758169.529,717.000000,   717
908,1763943.818,713.000000,   713
909,1769730.737,704.000000,   704
910,1775530.300,708.000000,   708
911,1781342.521,708.000000,   708
912,1787167.414,702.000000,   702
913,1793004.993,714.000000,   714
914,1798855.271,699.000000,   699
915,1804718.263,708.000000,   708
916,1810593.981,714.000000,   714
917,1816482.440,704.000000,   704
918,1822383.654,700.000000,   700
919,1828297.636,708.000000,   708
920,1834224.400,722.000000,   722
921,1840163.960,711.000000,   711
922,1846116.330,697.000000,   697
923,1852081.524,693.000000,   693
924,1858059.555,715.000000,   715
925,1864050.438,716.000000,   716
926,1870054.185,701.000000,   701
927,1876070.811,697.000000,   697
928,1882100.330,706.000000,   706
929,1888142.755,703.000000,   703
930,1894198.100,694.000000,   694
931,1900266.379,704.000000,   704
932,1906347.606,703.000000,   703
933,1912441.795,706.000000,   706
934,1918548.959,712.000000,   712
935,1924669.113,700.000000,   700
936,1930802.269,699.000000,   699
937,1936948.442,707.000000,   707
938,1943107.646,708.000000,   708
939,1949279.894,716.000000,   716
940,1955465.200,728.000000,   728
941,1961663.578,709.000000,   709
942,1967875.042,710.000000,   710
943,1974099.606,704.000000,   704
944,1980337.283,715.000000,   715
945,1986588.087,700.000000,   700
946,1992852.033,698.000000,   698
947,1999129.133,697.000000,   697
948,2005419.402,709.000000,   709
949,2011722.853,695.000000,   695
950,2018039.500,706.000000,   706
951,2024369.357,716.000000,   716
952,2030712.438,704.000000,   704
953,2037068.757,711.000000,   711
954,2043438.327,718.000000,   718
955,2049821.162,703.000000,   703
956,2056217.277,709.000000,   709
957,2062626.684,707.000000,   707
958,2069049.398,707.000000,   707
959,2075485.432,703.000000,   703
960,2081934.800,702.000000,   702
961,2088397.516,714.000000,   714
962,2094873.594,714.000000,   714
963,2101363.048,706.000000,   706
964,2107865.891,708.000000,   708
965,2114382.138,715.000000,   715
966,2120911.801,710.000000,   710
967,2127454.895,705.000000,   705
968,2134011.434,696.000000,   696
969,2140581.431,715.000000,   715
970,2147164.900,707.000000,   707
971,2153761.855,705.000000,   705
972,2160372.310,704.000000,   704
973,2166996.279,706.000000,   706
974,2173633.775,699.000000,   699
975,2180284.813,697.000000,   697
976,2186949.405,703.000000,   703
977,2193627.566,714.000000,   714
978,2200319.310,698.000000,   698
979,2207024.650,698.000000,   698
980,2213743.600,700.000000,   700
981,2220476.174,695.000000,   695
982,2227222.386,698.000000,   698
983,2233982.250,694.000000,   694
984,2240755.779,704.000000,   704
985,2247542.987,715.000000,   715
986,2254343.889,704.000000,   704
987,2261158.497,699.000000,   699
988,2267986.826,719.000000,   719
989,2274828.889,698.000000,   698
990,2281684.700,695.000000,   695
991,2288554.273,702.000000,   702
992,2295437.622,707.000000,   707
993,2302334.761,714.000000,   714
994,2309245.703,687.000000,   687
995,2316170.462,688.000000,   688
996,2323109.053,720.000000,   720
997,2330061.488,707.000000,   707
998,2337027.782,699.000000,   699
999,2344007.948,692.000000,   692
1000,2351002.000,691.000000,   691
1001,2358009.952,701.000000,   701
1002,2365031.818,688.000000,   688
1003,2372067.612,694.000000,   694
1004,2379117.347,702.000000,   702
1005,2386181.038,701.000000,   701
1006,2393258.697,701.000000,   701
1007,2400350.339,685.000000,   685
1008,2407455.978,681.000000,   681
1009,2414575.627,700.000000,   700
1010,2421709.300,698.000000,   698
1011,2428857.011,693.000000,   693
1012,2436018.774,697.000000,   697
1013,2443194.603,698.000000,   698
1014,2450384.511,706.000000,   706
1015,2457588.512,704.000000,   704
1016,2464806.621,710.000000,   710
1017,2472038.850,692.000000,   692
1018,2479285.214,688.000000,   688
1019,2486545.726,694.000000,   694
1020,2493820.400,695.000000,   695
1021,2501109.250,699.000000,   699
1022,2508412.290,700.000000,   700
1023,2515729.534,702.000000,   702
1024,2523060.995,712.000000,   712
1025,2530406.688,700.000000,   700
1026,2537766.625,705.000000,   705
1027,2545140.821,687.000000,   687
1028,2552529.290,701.000000,   701
1029,2559932.045,689.000000,   689
1030,2567349.100,690.000000,   690
1031,2574780.469,692.000000,   692
1032,2582226.166,700.000000,   700
1033,2589686.205,699.000000,   699
1034,2597160.599,698.000000,   698
1035,2604649.363,696.000000,   696
1036,2612152.509,694.000000,   694
1037,2619670.052,697.000000,   697
1038,2627202.006,715.000000,   715
1039,2634748.384,698.000000,   698
1040,2642309.200,695.000000,   695
1041,2649884.468,696.000000,   696
1042,2657474.202,702.000000,   702
1043,2665078.416,711.000000,   711
1044,2672697.123,695.000000,   695
1045,2680330.337,700.000000,   700
1046,2687978.073,702.000000,   702
1047,2695640.343,698.000000,   698
1048,2703317.162,699.000000,   699
1049,2711008.543,687.000000,   687
1050,2718714.500,697.000000,   697
1051,2726435.047,689.000000,   689
1052,2734170.198,701.000000,   701
1053,2741919.967,699.000000,   699
1054,2749684.367,713.000000,   713
1055,2757463.413,697.000000,   697
1056,2765257.117,690.000000,   690
1057,2773065.494,696.000000,   696
1058,2780888.558,696.000000,   696
1059,2788726.322,689.000000,   689
1060,2796578.800,693.000000,   693
1061,2804446.006,699.000000,   699
1062,2812327.954,707.000000,   707
1063,2820224.658,709.000000,   709
1064,2828136.131,711.000000,   711
1065,2836062.388,694.000000,   694
1066,2844003.441,698.000000,   698
1067,2851959.305,681.000000,   681
1068,2859929.994,704.000000,   704
1069,2867915.521,678.000000,   678
1070,2875915.900,697.000000,   697
1071,2883931.145,694.000000,   694
1072,2891961.270,682.000000,   682
1073,2900006.289,701.000000,   701
1074,2908066.215,684.000000,   684
1075,2916141.063,676.000000,   676
1076,2924230.845,691.000000,   691
1077,2932335.576,686.000000,   686
1078,2940455.270,684.000000,   684
1079,2948589.940,701.000000,   701
1080,2956739.600,699.000000,   699
1081,2964904.264,683.000000,   683
1082,2973083.946,687.000000,   687
1083,2981278.660,697.000000,   697
1084,2989488.419,687.000000,   687
1085,2997713.237,680.000000,   680
1086,3005953.129,685.000000,   685
1087,3014208.107,698.000000,   698
1088,3022478.186,681.000000,   681
1089,3030763.379,688.000000,   688
1090,3039063.700,691.000000,   691
1091,3047379.163,696.000000,   696
1092,3055709.782,681.000000,   681
1093,3064055.571,699.000000,   699
1094,3072416.543,686.000000,   686
1095,3080792.713,689.000000,   689
1096,3089184.093,673.000000,   673
1097,3097590.698,691.000000,   691
1098,3106012.542,687.000000,   687
1099,3114449.638,695.000000,   695
1100,3122902.000,699.000000,   699
1101,3131369.642,683.000000,   683
1102,3139852.578,680.000000,   680
1103,3148350.822,695.000000,   695
1104,3156864.387,687.000000,   687
1105,3165393.288,690.000000,   690
1106,3173937.537,693.000000,   693
1107,3182497.149,691.000000,   691
1108,3191072.138,675.000000,   675
1109,3199662.517,682.000000,   682
1110,3208268.300,676.000000,   676
1111,3216889.501,695.000000,   695
1112,3225526.134,672.000000,   672
1113,3234178.213,688.000000,   688
1114,3242845.751,695.000000,   695
1115,3251528.762,690.000000,   690
1116,3260227.261,699.000000,   699
1117,3268941.260,680.000000,   680
1118,3277670.774,671.000000,   671
1119,3286415.816,682.000000,   682
1120,3295176.400,679.000000,   679
1121,3303952.540,681.000000,   681
1122,3312744.250,684.000000,   684
1123,3321551.544,677.000000,   677
1124,3330374.435,680.000000,   680
1125,3339212.938,700.000000,   700
1126,3348067.065,673.000000,   673
1127,3356936.831,687.000000,   687
1128,3365822.250,687.000000,   687
1129,3374723.335,693.000000,   693
1130,3383640.100,692.000000,   692
1131,3392572.559,690.000000,   690
1132,3401520.726,695.000000,   695
1133,3410484.615,703.000000,   703
1134,3419464.239,681.000000,   681
1135,3428459.612,680.000000,   680
1136,3437470.749,677.000000,   677
1137,3446497.662,686.000000,   686
1138,3455540.366,687.000000,   687
1139,3464598.874,683.000000,   683
1140,3473673.200,696.000000,   696
1141,3482763.358,690.000000,   690
1142,3491869.362,686.000000,   686
1143,3500991.226,691.000000,   691
1144,3510128.963,693.000000,   693
1145,3519282.587,692.000000,   692
1146,3528452.113,683.000000,   683
1147,3537637.553,685.000000,   685
1148,3546838.922,679.000000,   679
1149,3556056.233,680.000000,   680
1150,3565289.500,680.000000,   680
1151,3574538.737,683.000000,   683
1152,3583803.958,696.000000,   696
1153,3593085.177,698.000000,   698
1154,3602382.407,676.000000,   676
1155,3611695.662,692.000000,   692
1156,3621024.957,682.000000,   682
1157,3630370.304,682.000000,   682
1158,3639731.718,677.000000,   677
1159,3649109.212,698.000000,   698
1160,3658502.800,687.000000,   687
1161,3667912.496,687.000000,   687
1162,3677338.314,682.000000,   682
1163,3686780.268,676.000000,   676
1164,3696238.371,690.000000,   690
1165,3705712.637,681.000000,   681
1166,3715203.081,669.000000,   669
1167,3724709.715,682.000000,   682
1168,3734232.554,687.000000,   687
1169,3743771.611,684.000000,   684
1170,3753326.900,678.000000,   678
1171,3762898.435,682.000000,   682
1172,3772486.230,685.000000,   685
1173,3782090.299,685.000000,   685
1174,3791710.655,679.000000,   679
1175,3801347.313,673.000000,   673
1176,3811000.285,673.000000,   673
1177,3820669.586,681.000000,   681
1178,3830355.230,687.000000,   687
1179,3840057.230,678.000000,   678
1180,3849775.600,677.000000,   677
1181,3859510.354,678.000000,   678
1182,3869261.506,666.000000,   666
1183,3879029.070,675.000000,   675
1184,3888813.059,675.000000,   675
1185,3898613.487,668.000000,   668
1186,3908430.369,679.000000,   679
1187,3918263.717,696.000000,   696
1188,3928113.546,683.000000,   683
1189,3937979.869,686.000000,   686
1190,3947862.700,684.000000,   684
1191,3957762.053,672.000000,   672
1192,3967677.942,672.000000,   672
1193,3977610.381,680.000000,   680
1194,3987559.383,661.000000,   661
1195,3997524.962,669.000000,   669
1196,4007507.133,682.000000,   682
1197,4017505.908,670.000000,   670
1198,4027521.302,672.000000,   672
1199,4037553.328,680.000000,   680
1200,4047602.000,692.000000,   692
1201,4057667.332,665.000000,   665
1202,4067749.338,686.000000,   686
1203,4077848.032,685.000000,   685
1204,4087963.427,668.000000,   668
1205,4098095.538,664.000000,   664
1206,4108244.377,667.000000,   667
1207,4118409.959,685.000000,   685
1208,4128592.298,681.000000,   681
1209,4138791.407,668.000000,   668
1210,4149007.300,681.000000,   681
1211,4159239.991,671.000000,   671
1212,4169489.494,673.000000,   673
1213,4179755.823,675.000000,   675
1214,4190038.991,676.000000,   676
1215,4200339.012,696.000000,   696
1216,4210655.901,681.000000,   681
1217,4220989.670,677.000000,   677
1218,4231340.334,693.000000,   693
1219,4241707.906,680.000000,   680
1220,4252092.400,669.000000,   669
1221,4262493.830,661.000000,   661
1222,4272912.210,666.000000,   666
1223,4283347.554,676.000000,   676
1224,4293799.875,669.000000,   669
1225,4304269.188,672.000000,   672
1226,4314755.505,671.000000,   671
1227,4325258.841,680.000000,   680
1228,4335779.210,672.000000,   672
1229,4346316.625,666.000000,   666
1230,4356871.100,673.000000,   673
1231,4367442.649,675.000000,   675
1232,4378031.286,666.000000,   666
1233,4388637.025,662.000000,   662
1234,4399259.879,661.000000,   661
1235,4409899.862,671.000000,   671
1236,4420556.989,665.000000,   665
1237,4431231.272,671.000000,   671
1238,4441922.726,659.000000,   659
1239,4452631.364,673.000000,   673
1240,4463357.200,673.000000,   673
1241,4474100.248,672.000000,   672
1242,4484860.522,669.000000,   669
1243,4495638.036,675.000000,   675
1244,4506432.803,672.000000,   672
1245,4517244.838,686.000000,   686
1246,4528074.153,677.000000,   677
1247,4538920.763,667.000000,   667
1248,4549784.682,659.000000,   659
1249,4560665.923,665.000000,   665
1250,4571564.500,677.000000,   677
1251,4582480.427,662.000000,   662
1252,4593413.718,665.000000,   665
1253,4604364.387,679.000000,   679
1254,4615332.447,668.000000,   668
1255,4626317.912,668.000000,   668
1256,4637320.797,666.000000,   666
1257,4648341.114,657.000000,   657
1258,4659378.878,661.000000,   661
1259,4670434.102,671.000000,   671
1260,4681506.800,677.000000,   677
1261,4692596.986,671.000000,   671
1262,4703704.674,668.000000,   668
1263,4714829.878,680.000000,   680
1264,4725972.611,675.000000,   675
1265,4737132.888,664.000000,   664
1266,4748310.721,663.000000,   663
1267,4759506.125,657.000000,   657
1268,4770719.114,659.000000,   659
1269,4781949.701,665.000000,   665
1270,4793197.900,656.000000,   656
1271,4804463.725,688.000000,   688
1272,4815747.190,665.000000,   665
1273,4827048.309,670.000000,   670
1274,4838367.095,662.000000,   662
1275,4849703.563,676.000000,   676
1276,4861057.725,674.000000,   674
1277,4872429.596,654.000000,   654
1278,4883819.190,653.000000,   653
1279,4895226.520,665.000000,   665
1280,4906651.600,676.000000,   676
1281,4918094.444,669.000000,   669
1282,4929555.066,668.000000,   668
1283,4941033.480,664.000000,   664
1284,4952529.699,648.000000,   648
1285,4964043.737,660.000000,   660
1286,4975575.609,652.000000,   652
1287,4987125.327,659.000000,   659
1288,4998692.906,671.000000,   671
1289,5010278.359,643.000000,   643
1290,5021881.700,665.000000,   665
1291,5033502.943,671.000000,   671
1292,5045142.102,664.000000,   664
1293,5056799.191,658.000000,   658
1294,5068474.223,671.000000,   671
1295,5080167.212,657.000000,   657
1296,5091878.173,672.000000,   672
1297,5103607.118,653.000000,   653
1298,5115354.062,664.000000,   664
1299,5127119.018,656.000000,   656
1300,5138902.000,661.000000,   661
1301,5150703.022,656.000000,   656
1302,5162522.098,661.000000,   661
1303,5174359.242,655.000000,   655
1304,5186214.467,646.000000,   646
1305,5198087.787,661.000000,   661
1306,5209979.217,660.000000,   660
1307,5221888.769,655.000000,   655
1308,5233816.458,655.000000,   655
1309,5245762.297,653.000000,   653
1310,5257726.300,647.000000,   647
1311,5269708.481,648.000000,   648
1312,5281708.854,661.000000,   661
1313,5293727.433,655.000000,   655
1314,5305764.231,649.000000,   649
1315,5317819.262,659.000000,   659
1316,5329892.541,669.000000,   669
1317,5341984.080,666.000000,   666
1318,5354093.894,659.000000,   659
1319,5366221.996,653.000000,   653
1320,5378368.400,643.000000,   643
1321,5390533.120,651.000000,   651
1322,5402716.170,632.000000,   632
1323,5414917.564,648.000000,   648
1324,5427137.315,673.000000,   673
1325,5439375.438,648.000000,   648
1326,5451631.945,647.000000,   647
1327,5463906.851,648.000000,   648
1328,5476200.170,648.000000,   648
1329,5488511.915,657.000000,   657
1330,5500842.100,644.000000,   644
1331,5513190.739,646.000000,   646
1332,5525557.846,653.000000,   653
1333,5537943.435,650.000000,   650
1334,5550347.519,645.000000,   645
1335,5562770.113,641.000000,   641
1336,5575211.229,657.000000,   657
1337,5587670.882,640.000000,   640
1338,5600149.086,644.000000,   644
1339,5612645.854,657.000000,   657
1340,5625161.200,658.000000,   658
1341,5637695.138,655.000000,   655
1342,5650247.682,633.000000,   633
1343,5662818.846,637.000000,   637
1344,5675408.643,633.000000,   633
1345,5688017.088,645.000000,   645
1346,5700644.193,653.000000,   653
1347,5713289.973,652.000000,   652
1348,5725954.442,655.000000,   655
1349,5738637.613,655.000000,   655
1350,5751339.500,657.000000,   657
1351,5764060.117,657.000000,   657
1352,5776799.478,643.000000,   643
1353,5789557.597,659.000000,   659
1354,5802334.487,655.000000,   655
1355,5815130.163,658.000000,   658
1356,5827944.637,653.000000,   653
1357,5840777.924,645.000000,   645
1358,5853630.038,642.000000,   642
1359,5866500.992,653.000000,   653
1360,5879390.800,640.000000,   640
1361,5892299.476,639.000000,   639
1362,5905227.034,636.000000,   636
1363,5918173.488,639.000000,   639
1364,5931138.851,637.000000,   637
1365,5944123.137,652.000000,   652
1366,5957126.361,634.000000,   634
1367,5970148.535,633.000000,   633
1368,5983189.674,629.000000,   629
1369,5996249.791,643.000000,   643
1370,6009328.900,634.000000,   634
1371,6022427.015,629.000000,   629
1372,6035544.150,643.000000,   643
1373,6048680.319,643.000000,   643
1374,6061835.535,626.000000,   626
1375,6075009.813,639.000000,   639
1376,6088203.165,632.000000,   632
1377,6101415.606,644.000000,   644
1378,6114647.150,637.000000,   637
1379,6127897.810,645.000000,   645
1380,6141167.600,633.000000,   633
1381,6154456.534,635.000000,   635
1382,6167764.626,638.000000,   638
1383,6181091.890,643.000000,   643
1384,6194438.339,636.000000,   636
1385,6207803.987,635.000000,   635
1386,6221188.849,622.000000,   622
1387,6234592.937,642.000000,   642
1388,6248016.266,642.000000,   642
1389,6261458.849,627.000000,   627
1390,6274920.700,623.000000,   623
1391,6288401.833,629.000000,   629
1392,6301902.262,624.000000,   624
1393,6315422.001,627.000000,   627
1394,6328961.063,633.000000,   633
1395,6342519.463,637.000000,   637
1396,6356097.213,637.000000,   637
1397,6369694.328,645.000000,   645
1398,6383310.822,634.000000,   634
1399,6396946.708,639.000000,   639
1400,6410602.000,632.000000,   632
1401,6424276.712,638.000000,   638
1402,6437970.858,631.000000,   631
1403,6451684.452,628.000000,   628
1404,6465417.507,633.000000,   633
1405,6479170.037,617.000000,   617
1406,6492942.057,615.000000,   615
1407,6506733.579,637.000000,   637
